id,name,team,position_1,position_2,position_3,position_4,position_5,position_6,height,weight,left_foot,right_foot,corners,crossing,dribbling,finishing,first_touch,free_kick_taking,heading,long_shots,long_throws,marking,passing,penalty_taking,tackling,technique,aggression,anticipation,bravery,composure,concentration,decisions,determination,flair,leadership,off_the_ball,positioning,teamwork,vision,work_rate,acceleration,agility,balance,jumping_reach,natural_fitness,pace,stamina,strength,aerial_reach,command_of_area,communication,eccentricity,handling,kicking,one_on_ones,punching_tendency,reflexes,rushing_out_tendency,throwing
173,Omari Kellyman,Chelsea,amc,st,amr,aml,,,1.88,74,20,5,6,8,11,12,13,10,9,11,4,6,12,6,8,13,8,11,5,14,10,8,12,13,3,11,7,11,11,10,14,13,13,9,10,14,10,8,,,,,,,,,,,
174,Roméo Lavia,Chelsea,dm,mc,,,,,1.81,75,9,20,5,7,13,8,14,11,7,11,5,10,14,5,14,14,15,14,12,13,12,13,16,14,12,13,14,16,14,16,14,14,12,9,14,14,14,13,,,,,,,,,,,
175,Romelu Lukaku Bolingoli,Chelsea,st,,,,,,1.91,93,20,12,4,9,13,18,13,11,15,14,4,5,13,20,9,13,16,14,15,13,13,12,18,13,16,15,5,17,11,12,15,9,20,16,13,15,14,20,,,,,,,,,,,
176,Malang Sarr,Chelsea,dc,dl,,,,,1.82,73,20,8,5,11,12,7,13,6,13,7,8,13,13,8,14,13,12,12,15,13,12,13,15,12,10,10,12,14,12,14,14,14,15,11,16,15,15,13,,,,,,,,,,,
177,Noni Madueke,Chelsea,amr,mr,amc,aml,ml,,1.76,73,20,10,12,11,17,13,15,12,11,11,11,3,12,9,5,15,11,10,14,15,11,11,12,16,5,12,5,10,8,12,15,15,14,13,15,16,11,14,,,,,,,,,,,
178,Marc Guiu Paz,Chelsea,st,,,,,,1.87,81,10,20,6,8,10,14,13,9,14,12,7,8,10,12,9,13,14,10,11,13,9,12,14,14,6,13,8,10,10,10,12,13,13,14,14,13,10,12,,,,,,,,,,,
179,Mykhailo Mudryk,Chelsea,aml,ml,amc,amr,,,1.75,61,9,20,11,13,14,12,12,11,5,10,5,7,13,13,5,11,6,9,12,11,11,10,16,16,8,11,11,11,11,14,17,16,12,6,10,18,12,15,,,,,,,,,,,
180,Nicolas Jackson,Chelsea,st,amr,amc,aml,,,1.86,78,8,20,9,10,17,15,14,9,14,12,7,9,13,14,10,17,8,13,12,13,14,13,12,13,7,10,12,10,14,15,18,15,9,13,10,17,16,14,,,,,,,,,,,
181,Christopher Nkunku,Chelsea,st,amc,amr,aml,mc,,1.78,68,12,20,15,12,16,14,15,16,12,14,5,8,15,15,8,16,14,16,12,16,12,13,15,17,8,17,8,12,15,12,15,16,12,10,13,16,14,12,,,,,,,,,,,
182,Cole Palmer,Chelsea,amr,amc,aml,mc,,,1.89,76,20,9,14,14,17,18,18,14,10,16,5,8,15,16,10,18,8,15,9,15,14,16,10,15,8,15,10,13,16,15,17,17,18,15,13,16,15,10,,,,,,,,,,,
183,Đorđe Petrović,Chelsea,gk,,,,,,1.94,89,7,20,,,,,11,7,,,,,11,4,,8,13,14,12,14,13,13,17,2,15,1,15,13,12,9,11,13,13,16,10,13,13,14,15,12,12,9,13,13,12,13,17,10,11
184,Renato Palma Veiga,Chelsea,dm,mc,dc,dl,,,1.9,85,20,9,8,9,13,8,12,12,11,11,16,10,13,12,12,12,16,11,13,13,12,10,14,14,13,11,12,15,12,14,12,12,13,13,14,14,13,12,,,,,,,,,,,
185,Robert Sánchez,Chelsea,gk,,,,,,1.97,91,12,20,,,,,11,6,,,,,11,2,,13,8,11,15,14,10,10,10,9,7,2,12,12,11,9,12,14,12,18,14,10,12,14,17,17,11,11,14,15,15,10,16,14,14
187,Tosin Adarabioyo,Chelsea,dc,,,,,,1.96,80,11,20,8,8,12,9,13,6,13,9,11,13,13,10,14,13,9,12,11,12,13,12,14,13,10,8,13,12,13,13,14,13,14,17,15,14,14,13,,,,,,,,,,,
189,Wesley Fofana,Chelsea,dc,,,,,,1.86,85,10,20,6,7,13,8,13,4,17,6,9,16,13,11,16,15,12,15,13,15,14,13,16,10,10,13,16,14,13,14,16,14,11,17,16,17,16,16,,,,,,,,,,,
386,Jadon Sancho,Chelsea,aml,amr,amc,ml,mr,,1.8,76,10,20,11,13,18,13,16,13,4,8,3,5,16,11,7,17,8,14,6,14,12,12,7,16,5,14,6,14,15,12,14,17,14,8,13,14,13,8,,,,,,,,,,,
560,Pedro Lomba Neto,Chelsea,aml,amr,amc,,,,1.72,62,20,10,13,14,17,13,13,11,7,13,3,5,13,10,5,15,11,9,11,11,10,12,15,16,7,13,6,11,11,13,16,15,11,7,14,16,12,7,,,,,,,,,,,
575,Caleb Wiley,Chelsea,dl,wbl,ml,aml,,,1.81,74,20,8,11,12,11,7,11,7,8,6,8,11,11,7,10,11,9,11,11,12,11,9,12,11,4,12,10,11,10,13,14,12,11,11,12,14,12,9,,,,,,,,,,,
581,Filip Jørgensen,Chelsea,gk,,,,,,1.89,77,8,20,,,,,14,9,,,,,13,2,,12,5,11,13,9,9,10,13,3,8,3,15,14,8,12,12,16,10,15,15,12,15,16,16,15,10,6,15,13,15,13,16,14,14
621,João Félix Sequeira,Chelsea,amc,aml,amr,st,,,1.78,74,14,20,11,12,17,13,17,12,12,13,4,4,16,14,7,18,11,15,9,15,12,14,13,19,7,17,6,9,17,9,13,16,13,9,14,12,12,9,,,,,,,,,,,
695,Samuel Rak-Sakyi,Chelsea,mc,dm,,,,,1.75,62,10,20,12,8,10,8,11,12,7,8,6,8,12,11,10,12,7,10,7,10,9,10,15,5,5,10,10,11,12,12,16,12,12,9,15,15,12,10,,,,,,,,,,,
696,Tyrique George,Chelsea,amr,amc,aml,st,mc,,1.8,66,14,20,10,10,11,9,9,13,5,14,11,4,8,7,5,11,10,7,7,9,12,8,15,16,4,8,6,10,10,11,15,9,8,11,12,14,15,7,,,,,,,,,,,
697,Josh Acheampong,Chelsea,dr,dc,wbr,,,,1.87,71,10,20,7,10,8,11,10,3,14,12,12,9,9,9,10,12,10,11,12,12,14,10,3,5,7,12,10,12,9,15,17,9,14,14,15,16,11,11,,,,,,,,,,,
771,Mathis Amougou,Chelsea,mc,,,,,,1.77,68,8,20,7,6,12,8,13,7,5,12,2,11,11,2,8,13,8,9,7,11,9,12,13,5,12,6,9,8,13,12,14,12,8,7,13,12,6,6,,,,,,,,,,,
774,Aaron Anselmino,Chelsea,dc,dm,,,,,1.86,78,7,20,4,3,7,5,12,7,14,10,9,13,12,8,14,11,12,15,11,11,8,15,10,5,13,7,14,10,12,12,14,14,11,13,17,15,10,9,,,,,,,,,,,
781,Shumaira Mheuka,Chelsea,st,,,,,,1.69,55,11,20,7,6,7,14,14,7,9,8,6,3,14,8,4,14,11,11,6,11,8,7,17,13,8,7,6,8,9,12,14,14,13,6,14,14,7,3,,,,,,,,,,,
782,Ishé Samuels-Smith,Chelsea,dl,wbl,dc,,,,1.78,71,20,8,6,11,8,9,12,3,12,8,10,12,9,6,14,10,10,9,11,10,10,12,3,5,12,9,10,15,11,11,13,10,16,15,14,14,12,10,,,,,,,,,,,
11,Eddie Nketiah,Crystal Palace,st,amr,aml,,,,1.75,70,12,20,5,6,14,13,13,4,12,8,1,2,11,9,4,14,13,13,11,13,10,11,14,15,4,15,4,14,10,13,16,17,14,8,14,15,13,11,,,,,,,,,,,
160,Ben Chilwell,Crystal Palace,dl,wbl,,,,,1.8,77,20,12,12,14,14,6,14,10,13,6,10,13,12,10,12,12,12,13,13,13,12,13,14,11,12,10,14,13,11,15,14,13,14,12,14,14,15,12,,,,,,,,,,,
190,Naouirou Ahamada,Crystal Palace,mc,dm,amc,,,,1.83,73,10,20,7,8,13,8,13,7,8,10,5,11,14,6,11,14,10,12,11,12,10,12,15,14,8,12,11,13,12,13,13,14,13,11,12,13,14,13,,,,,,,,,,,
193,Cheick Doucouré,Crystal Palace,dm,mc,,,,,1.8,73,11,20,8,9,12,9,15,8,12,11,10,14,15,10,15,14,14,15,14,14,13,13,15,10,10,12,14,14,15,14,13,13,14,12,14,13,14,13,,,,,,,,,,,
194,Chris Richards,Crystal Palace,dc,dr,dl,,,,1.88,78,14,20,4,10,11,6,12,4,15,6,6,13,12,6,14,12,14,13,15,10,13,12,15,11,6,11,13,14,11,14,14,13,13,16,13,15,14,13,,,,,,,,,,,
195,Chadi Riad Dnanou,Crystal Palace,dc,,,,,,1.87,82,20,9,5,7,10,6,12,5,14,6,9,14,13,7,13,13,14,13,14,12,12,13,14,7,12,8,13,15,12,14,12,12,12,15,14,14,12,13,,,,,,,,,,,
196,Nathaniel Clyne,Crystal Palace,dr,wbr,dl,,,,1.75,67,12,20,5,10,10,5,11,6,10,4,11,14,11,5,14,13,14,14,14,13,15,12,12,8,11,12,14,15,11,16,13,12,12,9,11,12,14,13,,,,,,,,,,,
197,Malcolm Ebiowei,Crystal Palace,amr,aml,,,,,1.85,74,20,7,10,10,14,10,9,11,8,10,5,6,9,10,7,12,13,10,11,10,9,9,9,16,4,9,6,10,10,8,15,14,14,11,12,14,11,9,,,,,,,,,,,
199,Eberechi Eze,Crystal Palace,amc,mc,aml,,,,1.78,69,13,20,14,13,17,13,15,13,6,13,5,6,15,13,7,17,8,13,8,16,13,13,15,17,9,14,9,15,15,13,13,16,16,9,13,13,12,13,,,,,,,,,,,
200,Marc Guéhi,Crystal Palace,dc,,,,,,1.82,80,14,20,5,7,13,9,14,7,13,8,9,14,13,8,15,15,11,14,13,14,14,13,15,11,15,9,15,13,11,14,15,15,14,14,16,14,14,14,,,,,,,,,,,
201,Dean Henderson,Crystal Palace,gk,,,,,,1.88,85,8,20,,,,,10,5,,,,,11,2,,10,15,14,14,11,13,13,14,13,12,13,14,13,8,11,12,15,12,14,15,11,12,11,13,14,15,13,13,11,14,14,15,13,12
202,Rob Holding,Crystal Palace,dc,,,,,,1.89,84,8,20,1,5,9,4,12,5,13,4,10,14,11,4,14,11,13,13,15,11,13,11,14,8,13,4,13,14,11,14,12,12,12,14,14,11,14,12,,,,,,,,,,,
203,Will Hughes,Crystal Palace,dm,mc,mr,,,,1.85,74,20,9,11,11,12,9,12,12,10,10,6,14,13,11,14,13,16,14,15,14,13,14,15,11,13,12,13,15,13,17,10,11,12,13,12,11,14,13,,,,,,,,,,,
205,Daichi Kamada,Crystal Palace,mc,amc,,,,,1.84,76,14,20,12,12,14,13,15,14,7,13,4,10,14,14,12,16,11,12,10,11,10,13,12,14,7,16,11,14,15,12,12,14,14,10,14,13,14,10,,,,,,,,,,,
206,Jefferson Lerma Solís,Crystal Palace,dm,mc,,,,,1.79,70,8,20,9,10,11,8,12,9,14,13,8,13,13,9,16,12,15,15,16,12,14,13,15,9,9,12,13,13,11,16,13,14,15,14,17,12,15,14,,,,,,,,,,,
207,Jean-Philippe Mateta,Crystal Palace,st,,,,,,1.92,88,11,20,8,9,14,15,14,9,15,12,5,9,11,13,9,14,12,13,13,13,11,13,12,14,8,14,12,14,11,15,15,14,14,17,11,14,12,16,,,,,,,,,,,
208,Matheus França de Oliveira,Crystal Palace,amc,mc,aml,,,,1.82,67,9,20,13,10,14,10,14,8,10,11,3,10,14,11,11,14,11,12,12,12,11,12,15,15,8,12,11,12,13,12,14,14,13,11,14,14,12,11,,,,,,,,,,,
209,Remi Matthews,Crystal Palace,gk,,,,,,1.9,78,10,20,,,,,8,7,,,,,5,4,,10,7,10,12,12,9,11,9,1,9,5,12,12,9,9,8,12,11,15,10,9,14,13,14,11,11,10,11,13,12,13,11,12,11
210,Tyrick Mitchell,Crystal Palace,dl,wbl,,,,,1.75,66,20,9,7,10,12,8,11,7,11,8,11,12,13,7,17,12,15,13,13,13,13,12,13,10,8,13,14,15,13,15,15,15,14,9,16,16,14,13,,,,,,,,,,,
211,Daniel Muñoz,Crystal Palace,dr,wbr,dc,,,,1.81,73,7,20,11,14,12,10,10,7,14,16,16,14,11,9,15,11,10,16,13,13,14,13,15,9,15,12,14,15,12,16,14,11,14,14,13,14,15,14,,,,,,,,,,,
212,David Ozoh,Crystal Palace,dm,mc,,,,,1.9,95,10,20,8,8,11,8,11,8,10,8,9,11,11,6,12,13,12,13,13,12,11,10,14,8,8,12,13,15,10,16,15,14,13,15,15,14,15,14,,,,,,,,,,,
213,Jesurun Rak-Sakyi,Crystal Palace,amr,aml,,,,,1.79,69,20,9,10,11,14,12,12,12,8,9,4,7,10,11,8,13,7,12,7,11,8,10,12,14,7,13,8,11,11,12,15,13,13,9,10,14,11,8,,,,,,,,,,,
214,Jeffrey Schlupp,Crystal Palace,ml,mc,aml,,,,1.78,74,20,8,7,10,12,11,11,8,9,8,9,10,10,9,10,12,10,11,14,11,10,10,13,12,8,12,11,13,9,13,14,13,12,10,13,13,14,12,,,,,,,,,,,
215,Joel Ward,Crystal Palace,dr,dc,dl,,,,1.87,82,11,20,6,10,9,5,10,7,14,8,10,14,11,5,15,11,15,14,16,11,16,13,18,3,15,10,14,16,9,15,9,11,12,15,15,10,13,14,,,,,,,,,,,
216,Adam Wharton,Crystal Palace,dm,mc,,,,,1.82,76,20,15,13,12,15,8,16,13,9,9,2,7,17,10,11,17,12,13,12,13,11,10,13,15,7,11,11,13,15,14,13,13,15,12,13,12,13,9,,,,,,,,,,,
445,Matt Turner,Crystal Palace,gk,,,,,,1.91,89,10,20,,,,,7,3,,,,,8,5,,7,6,12,14,12,14,12,15,6,8,1,15,11,9,10,11,15,5,11,6,10,12,13,13,15,13,10,15,10,14,6,15,7,10
585,Ismaïla Sarr,Crystal Palace,amr,aml,st,,,,1.85,76,8,20,10,11,13,13,12,10,8,13,6,6,12,14,7,12,11,11,11,11,11,10,12,14,6,14,7,10,11,12,14,13,14,11,15,18,14,12,,,,,,,,,,,
644,Franco Umeh-Chibueze,Crystal Palace,amr,aml,st,,,,1.89,79,20,7,5,8,10,10,10,5,7,10,5,7,8,8,7,9,13,8,10,9,6,7,13,14,7,9,6,9,7,10,16,12,11,12,15,16,10,9,,,,,,,,,,,
645,Justin Devenny,Crystal Palace,mc,amc,,,,,1.83,79,20,8,10,9,9,9,12,8,9,10,7,12,13,8,11,12,8,12,10,13,13,11,10,8,11,11,12,13,11,13,11,10,11,12,13,11,11,11,,,,,,,,,,,
646,Asher Agbinone,Crystal Palace,aml,amr,,,,,1.78,66,13,20,4,8,13,9,11,7,7,12,6,6,11,5,9,13,8,8,6,5,9,10,4,12,1,8,5,9,10,12,14,13,6,5,12,14,8,4,,,,,,,,,,,
647,Kaden Rodney,Crystal Palace,dm,mc,dr,,,,1.85,74,13,20,4,7,7,6,10,6,8,5,7,10,9,6,8,8,8,8,9,10,7,8,4,8,6,8,11,12,10,11,12,11,10,9,14,13,12,10,,,,,,,,,,,
650,Maxence Lacroix,Crystal Palace,dc,,,,,,1.9,88,9,20,3,6,12,6,12,3,14,6,7,15,13,6,14,12,16,14,16,12,12,13,16,12,10,8,14,12,12,13,14,12,14,15,15,17,12,15,,,,,,,,,,,
666,Caleb Kporha,Crystal Palace,dr,wbr,,,,,1.81,65,8,20,9,12,10,8,9,5,11,8,10,11,12,8,7,11,13,6,11,9,10,14,4,5,2,9,7,15,10,14,14,15,16,13,17,14,9,6,,,,,,,,,,,
676,Zach Marsh,Crystal Palace,amr,st,aml,mr,,,1.76,62,13,20,7,7,9,11,14,2,7,6,6,7,9,6,3,10,7,11,5,9,8,12,15,11,10,11,7,13,5,10,13,9,8,7,13,12,5,4,,,,,,,,,,,
730,Romain Esse,Crystal Palace,amr,amc,aml,mc,ml,,1.75,71,20,16,11,12,13,11,12,8,8,10,6,9,13,8,10,13,8,11,9,12,9,9,9,13,6,10,10,10,13,12,15,14,14,10,13,13,13,10,,,,,,,,,,,
156,Armando Broja,Everton,st,amr,aml,,,,1.91,87,10,20,7,8,15,14,12,7,12,8,7,5,7,12,8,13,14,13,11,14,14,12,12,13,11,14,6,11,9,13,16,12,15,14,14,16,13,14,,,,,,,,,,,
217,Abdoulaye Doucouré,Everton,mc,amc,dm,,,,1.83,70,8,20,5,11,12,13,13,7,12,13,5,12,12,8,12,13,15,14,14,14,13,13,16,12,10,15,12,16,13,17,14,13,14,12,16,13,16,15,,,,,,,,,,,
218,Norberto Bercique Gomes Betuncal,Everton,st,,,,,,1.94,78,8,20,5,7,12,14,12,6,15,11,6,6,12,11,6,12,15,14,12,14,13,13,16,11,8,15,8,13,10,16,16,13,14,16,14,16,13,16,,,,,,,,,,,
219,Jarrad Branthwaite,Everton,dc,dr,dl,,,,1.96,90,20,17,4,7,11,8,13,8,16,6,10,12,11,7,13,13,14,14,17,16,14,13,13,13,11,12,14,14,13,15,14,13,14,19,13,13,14,14,,,,,,,,,,,
220,Dominic Calvert-Lewin,Everton,st,,,,,,1.87,71,8,20,9,11,11,14,16,7,17,9,2,6,11,13,5,15,13,13,14,13,15,14,14,12,5,16,6,15,10,15,16,14,14,16,14,16,15,16,,,,,,,,,,,
221,Séamus Coleman,Everton,dr,wbr,mr,,,,1.78,67,9,20,5,11,11,12,12,8,14,13,12,12,12,7,14,12,15,13,15,13,13,14,18,11,17,13,14,15,9,15,12,11,14,10,9,13,13,12,,,,,,,,,,,
222,Idrissa Gueye,Everton,dm,mc,,,,,1.74,66,9,20,8,9,10,6,13,9,11,11,9,14,11,8,18,12,14,15,16,13,14,13,16,8,12,9,14,17,12,16,14,14,12,8,15,13,16,13,,,,,,,,,,,
223,James Garner,Everton,mc,dm,,,,,1.82,77,10,20,14,13,10,11,14,12,8,13,2,8,15,10,14,14,12,13,12,14,14,13,16,9,11,13,14,16,14,15,12,13,13,12,15,13,16,11,,,,,,,,,,,
224,Jack Harrison,Everton,aml,amr,amc,ml,mr,,1.75,70,20,17,13,12,11,11,17,10,5,11,5,4,11,9,6,13,11,11,13,11,10,8,17,14,7,13,10,13,12,15,14,12,14,7,17,15,17,9,,,,,,,,,,,
225,Mason Holgate,Everton,dc,dr,,,,,1.84,64,8,20,5,8,9,6,11,6,14,5,7,13,12,8,14,13,15,13,15,11,11,11,13,9,10,9,13,13,12,10,15,13,14,13,15,14,15,15,,,,,,,,,,,
226,Tim Iroegbunam,Everton,mc,dm,,,,,1.83,70,10,20,10,9,13,8,13,9,7,13,6,10,13,7,12,14,12,10,12,14,11,11,13,14,6,12,10,11,12,13,14,13,14,13,15,13,13,12,,,,,,,,,,,
227,João Neves Virgínia,Everton,gk,,,,,,1.9,80,20,10,,,,,7,5,,,,,12,2,,12,12,12,11,12,12,7,10,2,13,3,11,12,11,13,12,14,12,15,9,12,15,7,15,10,11,5,13,12,13,6,15,12,8
228,Michael Keane,Everton,dc,,,,,,1.86,83,11,20,5,8,8,9,12,5,16,6,12,14,12,5,16,14,11,14,13,11,13,12,17,5,11,10,14,15,10,13,10,9,12,14,14,12,13,15,,,,,,,,,,,
229,Neal Maupay,Everton,st,,,,,,1.71,69,10,20,6,10,12,13,13,8,13,13,5,6,13,13,9,14,17,15,15,13,14,12,15,13,12,13,9,14,14,14,13,14,15,8,15,12,15,14,,,,,,,,,,,
230,Dwight McNeil,Everton,aml,ml,st,amr,mr,,1.83,68,20,8,13,14,13,12,14,9,7,11,6,10,14,9,12,15,8,13,14,13,12,13,16,14,6,13,11,15,13,15,12,14,10,11,16,13,14,10,,,,,,,,,,,
231,Vitalii Mykolenko,Everton,dl,wbl,,,,,1.8,71,20,9,8,13,10,9,12,5,13,9,10,14,13,4,14,12,12,12,15,12,12,13,16,7,8,13,14,13,11,16,15,13,11,13,14,15,15,12,,,,,,,,,,,
232,Iliman Ndiaye,Everton,st,amc,aml,amr,,,1.75,69,14,20,8,11,15,13,14,9,12,12,5,5,12,10,6,14,6,11,11,13,13,11,15,16,9,13,8,12,13,13,14,16,13,8,12,13,12,12,,,,,,,,,,,
234,Nathan Patterson,Everton,dr,wbr,,,,,1.83,74,10,20,12,14,12,11,12,6,8,11,10,10,12,5,13,11,12,11,12,13,14,7,15,7,4,13,11,13,14,15,15,13,12,11,14,15,17,12,,,,,,,,,,,
235,Jordan Pickford,Everton,gk,,,,,,1.87,77,20,9,,,,,11,8,,,,,12,3,,14,16,14,16,10,15,13,14,1,14,1,14,10,15,11,8,16,12,14,15,8,13,14,14,15,15,12,14,15,17,11,16,15,12
236,James Tarkowski,Everton,dc,,,,,,1.86,77,9,20,3,6,10,8,13,4,17,6,7,15,14,10,16,12,13,15,15,14,15,12,13,10,13,8,14,16,10,15,14,10,13,14,14,14,13,13,,,,,,,,,,,
237,Youssef Ramalho Chermiti,Everton,st,,,,,,1.92,84,11,20,9,11,12,13,13,8,14,10,7,5,13,11,6,13,13,12,15,11,14,11,14,11,8,12,7,14,12,17,14,12,13,17,14,15,14,15,,,,,,,,,,,
238,Ashley Young,Everton,dl,wbl,ml,dr,wbr,mr,1.75,65,12,20,12,13,12,10,14,14,7,11,8,10,13,12,11,13,7,13,15,13,11,10,14,9,16,12,12,17,10,15,13,13,12,7,15,13,10,12,,,,,,,,,,,
450,Carlos Alcaraz Durán,Everton,amc,mc,,,,,1.81,74,10,20,12,10,13,13,14,12,9,12,9,11,15,10,9,14,12,13,11,13,13,13,2,12,10,14,13,13,12,12,13,13,13,12,12,13,13,12,,,,,,,,,,,
577,Jesper Lindstrøm,Everton,aml,amc,amr,,,,1.82,66,10,20,13,11,14,12,12,13,7,11,6,8,13,12,10,14,11,13,12,12,11,12,12,15,6,15,9,12,13,15,16,15,10,9,14,15,13,8,,,,,,,,,,,
582,Jake O'Brien,Everton,dc,,,,,,1.97,80,8,20,4,5,6,6,10,6,15,4,7,13,11,4,13,9,14,11,13,11,12,11,14,3,14,11,14,12,7,14,15,8,14,17,10,15,14,15,,,,,,,,,,,
603,Harrison Armstrong,Everton,mc,amc,dm,,,,1.88,74,10,20,5,7,12,10,14,7,7,5,1,8,14,7,11,11,15,8,8,11,8,14,10,10,13,10,9,13,9,13,7,9,6,12,11,9,8,7,,,,,,,,,,,
614,Jenson Metcalfe,Everton,dm,mc,,,,,1.83,72,12,20,12,9,7,8,8,13,9,8,6,10,11,4,15,9,15,9,9,11,9,13,14,5,13,9,10,15,11,13,11,7,9,12,11,10,11,7,,,,,,,,,,,
624,Asmir Begovic,Everton,gk,,,,,,1.99,101,7,20,,,,,8,8,,,,,9,7,,8,11,14,13,11,13,12,17,7,11,2,15,12,5,11,6,14,10,15,16,8,12,14,15,14,15,12,13,11,13,8,13,15,9
627,Roman Dixon,Everton,dr,wbr,mr,,,,1.67,59,10,20,7,11,9,2,7,7,6,4,6,8,8,4,11,9,5,7,8,8,9,9,5,9,3,8,8,8,10,10,15,14,8,6,12,16,10,3,,,,,,,,,,,
651,Orel Mangala,Everton,dm,mc,,,,,1.78,82,10,20,8,10,15,9,13,8,10,10,8,11,14,10,13,14,11,12,15,14,13,12,13,12,9,12,13,11,13,10,13,14,16,10,17,13,12,15,,,,,,,,,,,
678,Callum Bates,Everton,mc,,,,,,1.71,68,8,20,7,8,7,8,13,7,5,9,5,9,8,6,10,9,8,9,5,9,9,9,11,5,6,11,6,8,9,13,13,10,9,5,7,8,11,7,,,,,,,,,,,
724,Martin Sherif,Everton,st,,,,,,1.83,79,20,11,3,4,8,10,13,6,11,7,4,3,7,5,1,10,15,12,2,9,6,11,8,12,11,10,5,4,4,5,10,10,5,13,15,12,6,14,,,,,,,,,,,
773,Isaac Heath,Everton,aml,amc,ml,,,,1.67,54,8,20,5,11,10,9,11,7,6,10,7,6,8,5,8,10,10,9,5,12,8,8,16,7,3,13,7,8,12,15,14,11,11,5,15,13,8,5,,,,,,,,,,,
775,Coby Ebere,Everton,aml,st,ml,,,,1.78,74,9,20,5,3,8,10,8,4,7,3,5,3,8,5,4,11,13,2,7,10,6,7,5,9,2,7,4,6,5,11,13,7,13,8,9,15,8,13,,,,,,,,,,,
10,Reiss Nelson,Fulham,amr,aml,mr,ml,,,1.75,71,12,20,12,12,15,11,14,12,6,13,8,5,13,10,6,15,12,12,13,13,11,12,12,16,5,14,5,13,13,14,17,16,14,7,14,16,12,10,,,,,,,,,,,
19,Emile Smith Rowe,Fulham,amc,mc,aml,amr,,,1.82,76,11,20,11,12,15,12,14,12,5,13,2,6,15,11,8,15,13,14,11,13,12,13,15,15,8,15,8,15,15,15,16,15,15,8,13,14,14,9,,,,,,,,,,,
191,Joachim Andersen,Fulham,dc,,,,,,1.92,85,13,20,8,10,10,8,13,11,14,8,5,15,16,10,14,14,14,15,13,15,14,13,15,11,13,11,14,14,14,12,13,11,13,17,14,12,13,14,,,,,,,,,,,
239,Adama Traoré,Fulham,amr,mr,aml,ml,,,1.78,72,10,20,6,12,18,10,10,8,11,11,7,7,11,9,7,12,12,9,11,10,8,6,14,18,5,9,10,9,8,9,19,15,15,14,12,19,10,17,,,,,,,,,,,
240,Andreas Hoelgebaum Pereira,Fulham,mc,amc,amr,aml,,,1.78,71,14,20,16,14,12,11,15,14,6,13,2,8,12,14,11,16,14,11,11,11,13,10,18,16,12,13,12,15,15,16,14,14,14,7,15,14,13,9,,,,,,,,,,,
241,Calvin Bassey,Fulham,dl,dc,,,,,1.85,78,20,7,9,12,12,7,9,7,15,7,14,14,10,9,13,11,13,12,15,12,12,12,10,11,10,11,13,12,7,15,13,10,13,15,16,15,19,18,,,,,,,,,,,
242,Steven Benda,Fulham,gk,,,,,,1.93,90,8,20,,,,,7,4,,,,,9,2,,7,13,12,14,9,11,12,14,10,11,8,13,12,9,11,10,13,11,17,15,8,10,15,15,15,12,10,13,8,14,13,13,11,11
243,Tom Cairney,Fulham,mc,amc,dm,,,,1.85,72,20,7,12,15,14,13,17,14,7,15,6,7,15,13,10,16,13,15,9,15,14,15,11,15,17,15,13,15,15,14,10,13,14,10,15,10,12,9,,,,,,,,,,,
244,Timothy Castagne,Fulham,dr,wbr,mr,dl,wbl,ml,1.85,80,10,20,8,14,12,10,12,6,9,8,8,11,13,5,12,13,12,12,11,12,12,12,14,11,9,13,12,15,11,16,14,13,13,12,12,14,15,11,,,,,,,,,,,
245,Issa Diop,Fulham,dc,,,,,,1.94,92,5,20,3,3,12,6,11,5,15,9,8,13,9,4,15,12,14,13,12,12,12,13,15,3,14,11,14,13,9,14,14,13,14,17,16,14,13,16,,,,,,,,,,,
246,Luke Harris,Fulham,amc,mc,,,,,1.77,72,11,20,13,12,13,15,9,11,6,17,5,9,14,10,9,11,5,11,9,11,12,11,15,12,10,12,7,11,11,13,16,8,12,8,11,13,12,11,,,,,,,,,,,
247,Alex Iwobi,Fulham,mc,amc,amr,aml,,,1.8,82,8,20,9,14,16,11,13,9,8,13,4,8,13,11,11,14,9,13,10,13,13,15,15,15,8,14,14,15,13,15,14,13,15,12,13,14,16,12,,,,,,,,,,,
248,Bernd Leno,Fulham,gk,,,,,,1.9,83,8,20,,,,,10,8,,,,,10,3,,9,8,14,14,12,14,10,12,4,9,6,13,16,7,12,13,16,14,14,14,10,12,12,14,14,13,13,15,15,17,12,17,16,12
249,Saša Lukić,Fulham,mc,dm,amc,,,,1.82,77,12,20,12,11,13,11,13,7,11,13,4,10,15,14,14,13,13,13,12,14,13,12,14,14,10,13,13,13,12,13,13,13,14,11,14,13,14,13,,,,,,,,,,,
250,Kevin Mbabu,Fulham,dr,wbr,,,,,1.84,83,10,20,7,12,13,7,11,6,12,7,17,11,11,6,14,12,16,11,14,11,11,11,12,11,10,12,11,12,11,13,15,13,13,12,13,15,14,13,,,,,,,,,,,
251,Rodrigo Muniz Carvalho,Fulham,st,,,,,,1.85,80,8,20,9,11,14,14,14,7,15,12,11,8,14,9,8,14,11,15,14,14,11,13,13,15,8,16,8,12,13,14,14,14,12,15,12,15,12,12,,,,,,,,,,,
