name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,defensive_contribution,GW
Myles Lewis-Skelly,MID,Arsenal,,0,0,15,1,0.0,7,0.02,0.09,0.07,0.33,20,0,0,0.0,0.0,2026-08-31T19:00:00Z,70,FALSE,2,0,0,0,0,2,0,70615,1,1,0,0.0,3,642,9693,9051,55,False,0,5,2
Riccardo Calafiori,DEF,Arsenal,,1,2,30,1,0.0,8,0.46,0.57,0.11,0.31,20,0,0,0.0,0.0,2026-08-31T19:00:00Z,90,FALSE,2,0,0,0,0,2,0,4150694,1,1,0,0.0,11,268472,310105,41633,56,False,0,3,2
Piero Hincapié,DEF,Arsenal,,0,0,0,0,0.0,9,0.00,0.00,0.00,0.00,20,0,0,0.0,0.0,2026-08-31T19:00:00Z,0,FALSE,2,0,0,0,0,2,0,145234,0,1,0,0.0,0,-37136,3910,41046,54,False,0,0,2
Benjamin White,DEF,Arsenal,,0,1,26,1,0.0,10,0.05,0.05,0.00,0.31,20,0,0,0.0,0.0,2026-08-31T19:00:00Z,90,FALSE,2,0,0,0,0,2,0,683136,1,1,0,0.0,7,119886,144941,25055,55,False,0,4,2
Cristhian Mosquera,DEF,Arsenal,,0,0,25,1,0.0,11,0.01,0.01,0.00,0.31,20,0,0,0.0,0.0,2026-08-31T19:00:00Z,78,FALSE,2,0,0,0,0,2,0,566006,1,1,0,0.0,6,-30539,15410,45949,55,False,0,3,2
Bukayo Saka,MID,Arsenal,,0,3,46,1,0.0,12,0.04,0.67,0.63,0.31,20,0,1,0.0,0.0,2026-08-31T19:00:00Z,90,FALSE,2,0,0,0,0,2,0,1039189,1,1,0,0.0,11,53683,88913,35230,95,False,0,11,2
Declan Rice,MID,Arsenal,,0,0,19,1,0.0,13,0.10,0.10,0.00,0.31,20,0,0,0.0,0.0,2026-08-31T19:00:00Z,84,FALSE,2,0,0,0,0,2,0,1662633,1,1,0,0.0,3,-122235,35487,157722,75,False,0,11,2
Eberechi Eze,MID,Arsenal,,0,0,6,0,0.0,14,0.07,0.07,0.00,0.24,20,0,0,0.0,0.0,2026-08-31T19:00:00Z,45,FALSE,2,0,0,0,0,2,0,169814,0,1,0,0.0,1,-38776,5716,44492,65,False,0,3,2
Martin Ødegaard,MID,Arsenal,,0,0,13,1,0.0,15,0.07,0.15,0.08,0.31,20,0,0,0.0,0.0,2026-08-31T19:00:00Z,70,FALSE,2,0,0,0,0,2,0,1174125,1,1,0,0.0,3,252699,289559,36860,66,False,0,5,2
Noni Madueke,MID,Arsenal,,0,0,0,0,0.0,16,0.00,0.00,0.00,0.00,20,0,0,0.0,0.0,2026-08-31T19:00:00Z,0,FALSE,2,0,0,0,0,2,0,29476,0,1,0,0.0,0,-6819,1412,8231,64,False,0,0,2
Mikel Merino Zazón,MID,Arsenal,,0,0,7,0,0.0,17,0.00,0.00,0.00,0.00,20,0,0,0.0,0.0,2026-08-31T19:00:00Z,19,FALSE,2,0,0,0,0,2,0,58253,0,1,0,0.0,1,-12835,2422,15257,60,False,0,4,2
Gabriel Martinelli Silva,MID,Arsenal,,0,0,0,0,0.0,18,0.00,0.00,0.00,0.00,20,0,0,0.0,0.0,2026-08-31T19:00:00Z,0,FALSE,2,0,0,0,0,2,0,19331,0,1,0,0.0,0,-5718,1318,7036,64,False,0,0,2
Martín Zubimendi Ibáñez,MID,Arsenal,,0,0,5,0,0.0,19,0.00,0.00,0.00,0.00,20,0,0,0.0,0.0,2026-08-31T19:00:00Z,5,FALSE,2,0,0,0,0,2,0,94430,0,1,0,0.0,1,-19013,1579,20592,55,False,0,3,2
Max Dowman,MID,Arsenal,,0,0,0,0,0.0,20,0.00,0.00,0.00,0.00,20,0,0,0.0,0.0,2026-08-31T19:00:00Z,0,FALSE,2,0,0,0,0,2,0,8233,0,1,0,0.0,0,-1857,473,2330,54,False,0,0,2
Ethan Nwaneri,MID,Arsenal,,0,0,0,0,0.0,22,0.00,0.00,0.00,0.00,20,0,0,0.0,0.0,2026-08-31T19:00:00Z,0,FALSE,2,0,0,0,0,2,0,1254,0,1,0,0.0,0,-248,76,324,55,False,0,0,2
Fábio Ferreira Vieira,MID,Arsenal,,0,0,0,0,0.0,23,0.00,0.00,0.00,0.00,20,0,0,0.0,0.0,2026-08-31T19:00:00Z,0,FALSE,2,0,0,0,0,2,0,979,0,1,0,0.0,0,-135,80,215,55,False,0,0,2
Reiss Nelson,MID,Arsenal,,0,0,0,0,0.0,24,0.00,0.00,0.00,0.00,20,0,0,0.0,0.0,2026-08-31T19:00:00Z,0,FALSE,2,0,0,0,0,2,0,966,0,1,0,0.0,0,-108,64,172,55,False,0,0,2
Viktor Gyökeres,FWD,Arsenal,,0,0,0,0,0.0,25,0.00,0.00,0.00,0.00,20,0,0,0.0,0.0,2026-08-31T19:00:00Z,0,FALSE,2,0,0,0,0,2,0,650596,0,1,0,0.0,0,-229353,8776,238129,74,False,0,0,2
Kai Havertz,FWD,Arsenal,,0,0,5,1,0.0,26,0.03,0.07,0.04,0.31,20,0,0,0.0,0.0,2026-08-31T19:00:00Z,90,FALSE,2,0,0,0,0,2,0,752082,1,1,0,0.0,2,148783,187608,38825,75,False,0,5,2
Gabriel Fernando de Jesus,FWD,Arsenal,,0,0,0,0,0.0,27,0.00,0.00,0.00,0.00,20,0,0,0.0,0.0,2026-08-31T19:00:00Z,0,FALSE,2,0,0,0,0,2,0,32779,0,1,0,0.0,0,-5264,1914,7178,60,False,0,0,2
Ezri Konsa Ngoyo,DEF,Arsenal,,0,0,3,0,0.0,31,0.00,0.00,0.00,0.00,20,0,0,0.0,0.0,2026-08-31T19:00:00Z,11,FALSE,2,0,0,0,0,2,0,1061562,0,1,0,0.0,1,-179766,49821,229587,45,False,0,1,2
Bruno Guimarães Rodriguez Moura,MID,Arsenal,,0,0,4,0,0.0,452,0.01,0.01,0.00,0.00,20,0,0,0.0,0.0,2026-08-31T19:00:00Z,19,FALSE,2,0,0,0,0,2,0,265263,0,1,0,0.0,1,-125705,850,126555,69,False,0,3,2
Christos Tzolis,MID,Arsenal,,0,0,1,0,0.0,557,0.01,0.01,0.00,0.09,20,0,0,0.0,0.0,2026-08-31T19:00:00Z,45,FALSE,2,0,0,0,0,2,0,2597617,1,1,0,0.0,0,180987,236687,55700,65,False,1,3,2
Marco Bizot,GK,Aston Villa,,0,0,0,0,0.0,29,0.00,0.00,0.00,0.00,20,0,0,0.0,0.0,2026-08-31T19:00:00Z,0,FALSE,1,0,0,0,0,2,0,13320,0,1,0,0.0,0,-36,845,881,45,True,0,0,2
Lucas Digne,DEF,Aston Villa,,0,0,0,0,0.0,30,0.00,0.00,0.00,0.00,20,0,0,0.0,0.0,2026-08-31T19:00:00Z,0,FALSE,1,0,0,0,0,2,0,8690,0,1,0,0.0,0,-4977,0,4977,45,True,0,0,2
Matty Cash,DEF,Aston Villa,,0,0,8,0,0.0,32,0.01,0.16,0.15,1.05,20,1,0,0.0,0.0,2026-08-31T19:00:00Z,77,FALSE,1,0,0,0,0,2,0,749133,1,1,0,0.0,2,-79349,26978,106327,45,True,0,6,2
Tyrone Mings,DEF,Aston Villa,,0,0,0,0,0.0,33,0.00,0.00,0.00,0.00,20,0,0,0.0,0.0,2026-08-31T19:00:00Z,0,FALSE,1,0,0,0,0,2,0,38144,0,1,0,0.0,0,-254,3253,3507,45,True,0,0,2
Pau Torres,DEF,Aston Villa,,0,0,6,0,0.0,34,0.01,0.01,0.00,1.04,20,1,0,0.0,0.0,2026-08-31T19:00:00Z,90,FALSE,1,0,0,0,0,2,0,41549,1,1,0,0.0,2,-3229,1831,5060,45,True,0,4,2
Lamare Bogarde,MID,Aston Villa,,0,0,0,0,0.0,35,0.00,0.00,0.00,0.00,20,0,0,0.0,0.0,2026-08-31T19:00:00Z,0,FALSE,1,0,0,0,0,2,0,6973,0,1,0,0.0,0,-349,636,985,50,True,0,0,2
Ian Maatsen,DEF,Aston Villa,,0,0,-5,0,0.0,36,0.00,0.07,0.07,1.04,20,1,0,0.0,0.0,2026-08-31T19:00:00Z,90,FALSE,1,0,0,0,0,2,0,72655,1,1,0,0.0,1,-6312,2546,8858,45,True,1,8,2
Victor Lindelöf,DEF,Aston Villa,,0,0,10,0,0.0,37,0.08,0.08,0.00,1.04,20,1,0,0.0,0.0,2026-08-31T19:00:00Z,90,FALSE,1,0,0,0,0,2,0,27172,1,1,0,0.0,2,-2236,1775,4011,45,True,0,7,2
Andrés García,DEF,Aston Villa,,0,0,0,0,0.0,38,0.00,0.00,0.00,0.00,20,0,0,0.0,0.0,2026-08-31T19:00:00Z,0,FALSE,1,0,0,0,0,2,0,167046,0,1,0,0.0,0,-6584,7339,13923,40,True,0,0,2
Kosta Nedeljkovic,DEF,Aston Villa,,0,0,0,0,0.0,39,0.00,0.00,0.00,0.00,20,0,0,0.0,0.0,2026-08-31T19:00:00Z,0,FALSE,1,0,0,0,0,2,0,21591,0,1,0,0.0,0,-7238,0,7238,40,True,0,0,2
Emiliano Buendía Stati,MID,Aston Villa,,0,0,9,0,0.0,41,0.02,0.04,0.02,1.05,20,1,0,0.0,0.0,2026-08-31T19:00:00Z,90,FALSE,1,0,0,0,0,2,0,114718,1,1,0,0.0,2,-16866,5020,21886,60,True,0,5,2
Leon Bailey,MID,Aston Villa,,0,0,0,0,0.0,44,0.00,0.00,0.00,0.00,20,0,0,0.0,0.0,2026-08-31T19:00:00Z,0,FALSE,1,0,0,0,0,2,0,14192,0,1,0,0.0,0,-1655,1002,2657,55,True,0,0,2
John McGinn,MID,Aston Villa,,0,0,2,0,0.0,45,0.05,0.10,0.05,1.05,20,1,0,0.0,0.0,2026-08-31T19:00:00Z,90,FALSE,1,0,0,0,0,2,0,274653,1,1,0,0.0,1,-37047,7606,44653,55,True,1,4,2
Ross Barkley,MID,Aston Villa,,0,0,23,0,0.0,46,0.02,0.05,0.03,1.04,20,1,0,0.0,0.0,2026-08-31T19:00:00Z,77,FALSE,1,0,0,0,0,2,0,23246,1,1,0,0.0,2,-841,1875,2716,50,True,0,10,2
Boubacar Kamara,MID,Aston Villa,,0,0,13,0,0.0,47,0.03,0.03,0.00,1.04,20,1,0,0.0,0.0,2026-08-31T19:00:00Z,90,FALSE,1,0,0,0,0,2,0,33591,1,1,0,0.0,2,-2250,2489,4739,50,True,0,8,2
Amadou Onana,MID,Aston Villa,,0,0,0,0,0.0,48,0.00,0.00,0.00,0.00,20,0,0,0.0,0.0,2026-08-31T19:00:00Z,0,FALSE,1,0,0,0,0,2,0,2156,0,1,0,0.0,0,-372,157,529,50,True,0,0,2
Samuel Iling-Junior,MID,Aston Villa,,0,0,0,0,0.0,49,0.00,0.00,0.00,0.00,20,0,0,0.0,0.0,2026-08-31T19:00:00Z,0,FALSE,1,0,0,0,0,2,0,271,0,1,0,0.0,0,-120,0,120,50,True,0,0,2
Bradley Burrowes,MID,Aston Villa,,0,0,0,0,0.0,50,0.00,0.00,0.00,0.00,20,0,0,0.0,0.0,2026-08-31T19:00:00Z,0,FALSE,1,0,0,0,0,2,0,64781,0,1,0,0.0,0,-3255,3513,6768,45,True,0,0,2
George Hemmings,MID,Aston Villa,,0,0,5,0,0.0,51,0.01,0.01,0.00,1.01,20,1,0,0.0,0.0,2026-08-31T19:00:00Z,70,FALSE,1,0,0,0,0,2,0,72550,1,1,0,0.0,2,3259,8743,5484,45,True,0,6,2
Alysson Edward Franco da Rocha dos Santos,MID,Aston Villa,,0,0,2,0,0.0,52,0.00,0.00,0.00,0.02,20,0,0,0.0,0.0,2026-08-31T19:00:00Z,19,FALSE,1,0,0,0,0,2,0,4426,0,1,0,0.0,0,-253,343,596,50,True,1,2,2
Johan Manzambi,MID,Aston Villa,,0,0,0,0,0.0,53,0.00,0.00,0.00,0.00,20,0,0,0.0,0.0,2026-08-31T19:00:00Z,0,FALSE,1,0,0,0,0,2,0,18618,0,1,0,0.0,0,-8558,232,8790,60,True,0,0,2
Joao Gomes,MID,Aston Villa,,0,0,0,0,0.0,54,0.00,0.00,0.00,0.00,20,0,0,0.0,0.0,2026-08-31T19:00:00Z,0,FALSE,1,0,0,0,0,2,0,5096,0,1,0,0.0,0,-1729,154,1883,55,True,0,0,2
Ollie Watkins,FWD,Aston Villa,,0,0,0,0,0.0,55,0.00,0.00,0.00,0.00,20,0,0,0.0,0.0,2026-08-31T19:00:00Z,0,FALSE,1,0,0,0,0,2,0,734872,0,1,0,0.0,0,-265828,10632,276460,79,True,0,0,2
Tammy Abraham,FWD,Aston Villa,,0,0,3,0,0.0,56,0.00,0.00,0.00,0.02,20,0,0,0.0,0.0,2026-08-31T19:00:00Z,19,FALSE,1,0,0,0,0,2,0,10592,0,1,0,0.0,1,-2086,597,2683,55,True,0,0,2
Alejandro Garnacho Ferreyra,MID,Aston Villa,,0,0,3,0,0.0,160,0.00,0.00,0.00,0.00,20,0,0,0.0,0.0,2026-08-31T19:00:00Z,12,FALSE,1,0,0,0,0,2,0,53506,0,1,0,0.0,1,-8554,2021,10575,60,True,0,2,2
Nicolas Jackson,FWD,Aston Villa,,0,0,11,0,0.0,166,0.10,0.10,0.00,1.01,20,1,0,0.0,0.0,2026-08-31T19:00:00Z,70,FALSE,1,0,0,0,0,2,0,63340,1,1,0,0.0,2,-2878,26989,5175,65,True,0,3,2
Brian Madjo,FWD,Aston Villa,,0,0,0,0,0.0,582,0.00,0.00,0.00,0.00,20,0,0,0.0,0.0,2026-08-31T19:00:00Z,0,FALSE,1,0,0,0,0,2,0,40291,0,1,0,0.0,0,-7757,1166,8923,55,True,0,0,2
Matteo Ruggeri,DEF,Aston Villa,,0,0,0,0,0.0,596,0.00,0.00,0.00,0.00,20,0,0,0.0,0.0,2026-08-31T19:00:00Z,0,FALSE,1,0,0,0,0,2,0,10673,0,1,0,0.0,0,-243,856,1099,45,True,0,0,2
Zion Suzuki,GK,Aston Villa,,0,0,8,0,0.0,597,0.00,0.00,0.00,1.04,20,1,0,0.0,0.0,2026-08-31T19:00:00Z,90,FALSE,1,0,0,0,0,2,1,82325,1,1,0,0.0,2,-2542,4229,6771,50,True,0,0,2
Triston Rowe,DEF,Aston Villa,,0,0,0,0,0.0,606,0.00,0.00,0.00,0.00,20,0,0,0.0,0.0,2026-08-31T19:00:00Z,0,FALSE,1,0,0,0,0,2,0,5947,0,1,0,0.0,0,1314,1560,246,40,True,0,0,2
Luka Lynch,MID,Aston Villa,,0,0,0,0,0.0,607,0.00,0.00,0.00,0.00,20,0,0,0.0,0.0,2026-08-31T19:00:00Z,0,FALSE,1,0,0,0,0,2,0,8874,0,1,0,0.0,0,2771,3603,832,45,True,0,0,2
Aaron Wan-Bissaka,DEF,Aston Villa,,0,0,4,0,0.0,611,0.00,0.00,0.00,0.00,20,0,0,0.0,0.0,2026-08-31T19:00:00Z,12,FALSE,1,0,0,0,0,2,0,4588,0,1,0,0.0,1,1383,1549,166,45,True,0,2,2
Leon Goretzka,MID,Aston Villa,,0,0,0,0,0.0,618,0.00,0.00,0.00,0.00,20,0,0,0.0,0.0,2026-08-31T19:00:00Z,0,FALSE,1,0,0,0,0,2,0,386,0,1,0,0.0,0,205,212,7,60,True,0,0,2
Đorđe Petrović,GK,Bournemouth,,0,0,20,0,0.0,57,0.00,0.00,0.00,1.84,12,1,0,0.0,0.0,2026-08-29T14:00:00Z,90,FALSE,9,0,0,0,0,2,5,332768,1,1,1,0.0,3,11325,25378,14053,45,True,0,0,2
Fraser Forster,GK,Bournemouth,,0,0,0,0,0.0,58,0.00,0.00,0.00,0.00,12,0,0,0.0,0.0,2026-08-29T14:00:00Z,0,FALSE,9,0,0,0,0,2,0,317899,0,1,1,0.0,0,-1091,9562,10653,40,True,0,0,2
Will Dennis,GK,Bournemouth,,0,0,0,0,0.0,59,0.00,0.00,0.00,0.00,12,0,0,0.0,0.0,2026-08-29T14:00:00Z,0,FALSE,9,0,0,0,0,2,0,18847,0,1,1,0.0,0,-384,1133,1517,40,True,0,0,2
James Hill,DEF,Bournemouth,,0,0,19,0,0.0,60,0.74,0.74,0.00,1.84,12,1,0,0.0,0.0,2026-08-29T14:00:00Z,90,FALSE,9,0,0,0,0,2,0,89428,1,1,1,0.0,4,2412,9153,6741,55,True,0,12,2
Adrien Truffert,DEF,Bournemouth,,0,2,27,0,0.0,61,0.07,0.07,0.00,1.84,12,1,0,0.0,0.0,2026-08-29T14:00:00Z,90,FALSE,9,0,0,0,0,2,0,417325,1,1,1,0.0,4,-5220,20601,25821,55,True,0,9,2
Bafodé Diakité,DEF,Bournemouth,,0,0,0,0,0.0,62,0.00,0.00,0.00,0.00,12,0,0,0.0,0.0,2026-08-29T14:00:00Z,0,FALSE,9,0,0,0,0,2,0,19940,0,1,1,0.0,0,401,2722,2321,50,True,0,0,2
Veljko Milosavljevic,DEF,Bournemouth,,0,0,0,0,0.0,63,0.00,0.00,0.00,0.00,12,0,0,0.0,0.0,2026-08-29T14:00:00Z,0,FALSE,9,0,0,0,0,2,0,1026,0,1,1,0.0,0,-222,74,296,50,True,0,0,2
Adam Smith,DEF,Bournemouth,,0,0,5,0,0.0,64,0.02,0.02,0.00,1.84,12,1,0,0.0,0.0,2026-08-29T14:00:00Z,90,FALSE,9,0,0,0,0,2,0,13789,1,1,1,0.0,1,1827,2845,1018,45,True,1,6,2
Julián Araujo Zúñiga,DEF,Bournemouth,,0,0,0,0,0.0,65,0.00,0.00,0.00,0.00,12,0,0,0.0,0.0,2026-08-29T14:00:00Z,0,FALSE,9,0,0,0,0,2,0,1571,0,1,1,0.0,0,-418,88,506,45,True,0,0,2
Julio Soler Barreto,DEF,Bournemouth,,0,0,0,0,0.0,66,0.00,0.00,0.00,0.00,12,0,0,0.0,0.0,2026-08-29T14:00:00Z,0,FALSE,9,0,0,0,0,2,0,18565,0,1,1,0.0,0,-2011,416,2427,40,True,0,0,2
Rayan Vitor Simplício Rocha,MID,Bournemouth,,0,0,4,0,0.0,67,0.02,0.42,0.40,1.84,12,1,0,0.0,0.0,2026-08-29T14:00:00Z,90,FALSE,9,0,0,0,0,2,0,276541,1,1,1,0.0,2,1501,23680,22179,65,True,0,5,2
Marcus Tavernier,MID,Bournemouth,,0,0,20,0,0.0,68,0.21,0.30,0.09,1.84,12,1,0,0.0,0.0,2026-08-29T14:00:00Z,90,FALSE,9,0,0,0,0,2,0,254437,1,1,1,0.0,1,74776,87207,12431,60,True,1,11,2
Alex Scott,MID,Bournemouth,,0,3,39,1,0.0,69,0.27,0.53,0.26,1.71,12,0,1,0.0,0.0,2026-08-29T14:00:00Z,86,FALSE,9,0,0,0,0,2,0,145926,1,1,1,0.0,12,-4366,8520,12886,60,True,1,15,2
Justin Kluivert,MID,Bournemouth,,0,0,12,1,0.0,70,0.05,0.66,0.61,1.67,12,0,0,0.0,0.0,2026-08-29T14:00:00Z,80,FALSE,9,0,0,0,0,2,0,123176,1,1,1,0.0,3,6731,16321,9590,60,True,0,5,2
Lewis Cook,MID,Bournemouth,,0,0,13,1,0.0,71,0.01,0.01,0.00,1.67,12,0,0,0.0,0.0,2026-08-29T14:00:00Z,68,FALSE,9,0,0,0,0,2,0,18237,1,1,1,0.0,3,1552,3259,1707,50,True,0,2,2
Ben Gannon-Doak,MID,Bournemouth,,0,0,0,0,0.0,72,0.00,0.00,0.00,0.00,12,0,0,0.0,0.0,2026-08-29T14:00:00Z,0,FALSE,9,0,0,0,0,2,0,8171,0,1,1,0.0,0,-468,365,833,50,True,0,0,2
Tyler Adams,MID,Bournemouth,,0,0,4,0,0.0,73,0.00,0.00,0.00,0.16,12,1,0,0.0,0.0,2026-08-29T14:00:00Z,21,FALSE,9,0,0,0,0,2,0,22708,0,1,1,0.0,1,177,3032,2855,50,True,0,3,2
David Brooks,MID,Bournemouth,,0,0,3,0,0.0,74,0.01,0.01,0.00,0.16,12,1,0,0.0,0.0,2026-08-29T14:00:00Z,9,FALSE,9,0,0,0,0,2,0,5133,0,1,1,0.0,1,-93,602,695,50,True,0,0,2
Ryan Christie,MID,Bournemouth,,0,0,5,0,0.0,75,0.00,0.00,0.00,0.13,12,1,0,0.0,0.0,2026-08-29T14:00:00Z,3,FALSE,9,0,0,0,0,2,0,1962,0,1,1,0.0,1,364,560,196,50,True,0,2,2
Alex Tóth,MID,Bournemouth,,0,0,0,0,0.0,76,0.00,0.00,0.00,0.00,12,0,0,0.0,0.0,2026-08-29T14:00:00Z,0,FALSE,9,0,0,0,0,2,0,1576,0,1,1,0.0,0,-46,100,146,50,True,0,0,2
Amine Adli,MID,Bournemouth,,0,0,0,0,0.0,77,0.00,0.00,0.00,0.00,12,0,0,0.0,0.0,2026-08-29T14:00:00Z,0,FALSE,9,0,0,0,0,2,0,2226,0,1,1,0.0,0,-922,54,976,50,True,0,0,2
Junior Kroupi,MID,Bournemouth,,0,0,0,0,0.0,78,0.00,0.00,0.00,0.00,12,0,0,0.0,0.0,2026-08-29T14:00:00Z,0,FALSE,9,0,0,0,0,2,0,30734,0,1,1,0.0,0,-12946,462,13408,75,True,0,0,2
Francisco Evanilson de Lima Barbosa,FWD,Bournemouth,,1,0,11,1,0.0,79,0.04,0.62,0.58,1.67,12,0,0,0.0,0.0,2026-08-29T14:00:00Z,80,FALSE,9,0,0,0,0,2,0,300527,1,1,1,0.0,5,53599,72625,19026,60,True,0,3,2
Enes Ünal,FWD,Bournemouth,,0,0,0,0,0.0,80,0.00,0.00,0.00,0.00,12,0,0,0.0,0.0,2026-08-29T14:00:00Z,0,FALSE,9,0,0,0,0,2,0,2487,0,1,1,0.0,0,-1070,0,1070,55,True,0,0,2
Álvaro Rodríguez,FWD,Bournemouth,,0,0,4,0,0.0,81,0.00,0.00,0.00,0.16,12,1,0,0.0,0.0,2026-08-29T14:00:00Z,9,FALSE,9,0,0,0,0,2,0,11569,0,1,1,0.0,1,-182,1000,1182,60,True,0,1,2
António João Pereira de Albuquerque Tavares da Silva,DEF,Bournemouth,,0,0,11,0,0.0,566,0.03,0.28,0.25,1.84,12,1,0,0.0,0.0,2026-08-29T14:00:00Z,90,FALSE,9,0,0,0,0,2,0,36812,1,1,1,0.0,4,5175,7365,2190,50,True,0,10,2
Juanlu Sánchez,DEF,Bournemouth,,0,0,0,0,0.0,573,0.00,0.00,0.00,0.00,12,0,0,0.0,0.0,2026-08-29T14:00:00Z,0,FALSE,9,0,0,0,0,2,0,21445,0,1,1,0.0,0,-1013,452,1465,45,True,0,0,2
Daniel Jebbison,FWD,Bournemouth,,0,0,0,0,0.0,608,0.00,0.00,0.00,0.00,12,0,0,0.0,0.0,2026-08-29T14:00:00Z,0,FALSE,9,0,0,0,0,2,0,4738,0,1,1,0.0,0,2056,2477,421,50,True,0,0,2
Michele Di Gregorio,GK,Bournemouth,,0,0,0,0,0.0,615,0.00,0.00,0.00,0.00,12,0,0,0.0,0.0,2026-08-29T14:00:00Z,0,FALSE,9,0,0,0,0,2,0,593,0,1,1,0.0,0,214,241,27,45,True,0,0,2
Caoimhín Kelleher,GK,Brentford,,0,0,7,0,0.0,82,0.00,0.00,0.00,1.46,17,1,0,0.0,0.0,2026-08-30T13:00:00Z,90,FALSE,13,0,0,0,0,2,1,649790,1,1,1,0.0,2,54510,74434,19924,50,False,0,0,2
Hákon Rafn Valdimarsson,GK,Brentford,,0,0,0,0,0.0,83,0.00,0.00,0.00,0.00,17,0,0,0.0,0.0,2026-08-30T13:00:00Z,0,FALSE,13,0,0,0,0,2,0,10896,0,1,1,0.0,0,-248,642,890,45,False,0,0,2
Nathan Collins,DEF,Brentford,,0,0,14,0,0.0,84,0.01,0.18,0.17,1.46,17,1,0,0.0,0.0,2026-08-30T13:00:00Z,90,FALSE,13,0,0,0,0,2,0,207535,1,1,1,0.0,3,15716,25089,9373,55,False,1,13,2
Sepp van den Berg,DEF,Brentford,,0,0,0,0,0.0,85,0.00,0.00,0.00,0.00,17,0,0,0.0,0.0,2026-08-30T13:00:00Z,0,FALSE,13,0,0,0,0,2,0,10710,0,1,1,0.0,0,-3978,145,4123,50,False,0,0,2
Keane Lewis-Potter,MID,Brentford,,1,1,29,0,0.0,86,0.13,0.15,0.02,1.46,17,1,0,0.0,0.0,2026-08-30T13:00:00Z,87,FALSE,13,0,0,0,0,2,0,116486,1,1,1,0.0,6,45826,52542,6716,55,False,0,11,2
Kristoffer Ajer,DEF,Brentford,,0,0,7,0,0.0,87,0.01,0.01,0.00,1.46,17,1,0,0.0,0.0,2026-08-30T13:00:00Z,90,FALSE,13,0,0,0,0,2,0,412431,1,1,1,0.0,3,56076,69978,13902,45,False,1,17,2
Michael Kayode,DEF,Brentford,,0,0,9,0,0.0,88,0.21,0.23,0.02,1.46,17,1,0,0.0,0.0,2026-08-30T13:00:00Z,87,FALSE,13,0,0,0,0,2,0,778776,1,1,1,0.0,2,289643,310803,21160,46,False,0,4,2
Rico Henry,DEF,Brentford,,0,0,3,0,0.0,89,0.00,0.00,0.00,0.00,17,0,0,0.0,0.0,2026-08-30T13:00:00Z,2,FALSE,13,0,0,0,0,2,0,24226,0,1,1,0.0,1,-1602,544,2146,45,False,0,0,2
Aaron Hickey,DEF,Brentford,,0,0,6,0,0.0,90,0.02,0.02,0.00,0.00,17,0,0,0.0,0.0,2026-08-30T13:00:00Z,2,FALSE,13,0,0,0,0,2,0,7643,0,1,1,0.0,1,83,623,540,45,False,0,1,2
Kim Ji-soo,DEF,Brentford,,0,0,0,0,0.0,92,0.00,0.00,0.00,0.00,17,0,0,0.0,0.0,2026-08-30T13:00:00Z,0,FALSE,13,0,0,0,0,2,0,1940,0,1,1,0.0,0,-86,112,198,45,False,0,0,2
Jannik Schuster,DEF,Brentford,,0,0,0,0,0.0,93,0.00,0.00,0.00,0.00,17,0,0,0.0,0.0,2026-08-30T13:00:00Z,0,FALSE,13,0,0,0,0,2,0,16511,0,1,1,0.0,0,-1064,142,1206,45,False,0,0,2
Kevin Schade,MID,Brentford,,0,3,34,0,0.0,94,0.02,0.27,0.25,1.46,17,1,1,0.0,0.0,2026-08-30T13:00:00Z,87,FALSE,13,0,0,0,0,2,0,344201,1,1,1,0.0,10,-791,24998,25789,60,False,0,9,2
Dango Ouattara,MID,Brentford,,0,0,16,0,0.0,95,0.08,0.10,0.02,1.36,17,1,0,0.0,0.0,2026-08-30T13:00:00Z,29,FALSE,13,0,0,0,0,2,0,110686,0,1,1,0.0,1,-3604,7348,10952,65,False,0,7,2
Mikkel Damsgaard,MID,Brentford,,0,0,20,1,0.0,96,0.13,0.16,0.03,0.13,17,0,0,0.0,0.0,2026-08-30T13:00:00Z,68,FALSE,13,0,0,0,0,2,0,52568,1,1,1,0.0,3,-5226,2318,7544,55,False,0,9,2
Mathias Jensen,MID,Brentford,,0,0,0,0,0.0,97,0.00,0.00,0.00,0.00,17,0,0,0.0,0.0,2026-08-30T13:00:00Z,0,FALSE,13,0,0,0,0,2,0,22961,0,1,1,0.0,0,2521,3858,1337,55,False,0,0,2
Vitaly Janelt,MID,Brentford,,0,0,11,0,0.0,98,0.14,0.14,0.00,1.46,17,1,0,0.0,0.0,2026-08-30T13:00:00Z,90,FALSE,13,0,0,0,0,2,0,49684,1,1,1,0.0,1,29474,33759,4285,50,False,1,10,2
Antoni Milambo,MID,Brentford,,0,0,0,0,0.0,99,0.00,0.00,0.00,0.00,17,0,0,0.0,0.0,2026-08-30T13:00:00Z,0,FALSE,13,0,0,0,0,2,0,190,0,1,1,0.0,0,-17,28,45,50,False,0,0,2
