age,assists,assists_per90,cards_red,cards_yellow,cards_yellow_red,crosses,fbref_id,fouled,fouls,games,games_complete,games_starts,games_subs,goals,goals_assists,goals_assists_pens_per90,goals_assists_per90,goals_pens,goals_pens_per90,goals_per90,goals_per_shot,goals_per_shot_on_target,interceptions,minutes,minutes_90s,minutes_pct,minutes_per_game,minutes_per_start,minutes_per_sub,name,nationality,offsides,on_goals_against,on_goals_for,own_goals,pens_att,pens_conceded,pens_made,pens_won,plus_minus,plus_minus_per90,plus_minus_wowy,points_per_game,position,shots,shots_on_target,shots_on_target_pct,shots_on_target_per90,shots_per90,tackles_won,team,unused_subs,gk_clean_sheets,gk_clean_sheets_pct,gk_games,gk_games_starts,gk_goals_against,gk_goals_against_per90,gk_losses,gk_minutes,gk_pens_allowed,gk_pens_att,gk_pens_missed,gk_pens_save_pct,gk_pens_saved,gk_save_pct,gk_saves,gk_shots_on_target_against,gk_ties,gk_wins
"23-074","0","0.00","0","1","0","4","a9b9d89c","4","2","2","0","2","0","1","1","0.74","0.74","1","0.74","0.74","0.50","1.00","1","122","1.4","67.8","61","61","0.00","Nilson Angulo","ec ECU","0","1","1","0","0","0.00","0","0.00","0","0.00","0.00","1.50","MF","2","1","50.0","0.74","1.48","1","Sunderland","0","","","","","","","","","","","","","","","","","",""
"28-304","0","0.00","0","0","0","1","ac73ec79","0","0","1","1","1","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","1","90","1.0","50.0","90","90","0.00","Nordi Mukiele","fr FRA","0","0","1","0","0","0.00","0","0.00","+1","+1.00","+2.00","3.00","DF","0","0","0.00","0.00","0.00","0","Sunderland","1","","","","","","","","","","","","","","","","","",""
"31-284","0","0.00","0","1","0","2","8092d497","0","2","1","0","1","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","66","0.7","36.7","66","66","0.00","Luke O'Nien","eng ENG","0","1","1","0","0","0.00","0","0.00","0","0.00","0.00","0.00","DF","1","0","0.0","0.00","1.36","0","Sunderland","1","","","","","","","","","","","","","","","","","",""
"26-005","0","0.00","0","0","0","0","a671316d","2","0","2","0","0","2","1","1","1.76","1.76","1","1.76","1.76","0.33","1.00","0","51","0.6","28.3","26","0.00","26","Wilson Isidor","ht HAI","0","1","1","0","0","0.00","0","0.00","0","0.00","0.00","1.50","FW,MF","3","1","33.3","1.76","5.29","0","Sunderland","0","","","","","","","","","","","","","","","","","",""
"21-115","0","0.00","0","0","0","3","47ce793b","0","1","1","0","0","1","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","32","0.4","17.8","32","0.00","32","Chemsdine Talbi","ma MAR","1","1","0","0","0","0.00","0","0.00","-1","-2.81","-3.42","0.00","MF","0","0","0.00","0.00","0.00","0","Sunderland","1","","","","","","","","","","","","","","","","","",""
"22-241","1","3.10","0","0","0","0","6d0fe035","0","1","2","0","0","2","0","1","3.10","3.10","0","0.00","0.00","0.00","0.00","0","29","0.3","16.1","15","0.00","15","Habib Diarra","sn SEN","0","1","1","0","0","0.00","0","0.00","0","0.00","0.00","1.50","MF","1","0","0.0","0.00","3.10","0","Sunderland","0","","","","","","","","","","","","","","","","","",""
"29-249","0","0.00","0","0","0","0","bb08bce9","0","0","1","0","0","1","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","24","0.3","13.3","24","0.00","24","Omar Alderete","py PAR","0","1","0","0","0","0.00","0","0.00","-1","-3.75","-4.33","0.00","DF","0","0","0.00","0.00","0.00","0","Sunderland","1","","","","","","","","","","","","","","","","","",""
"19-075","0","0.00","0","0","0","0","35741fe2","0","0","2","0","0","2","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","19","0.2","10.6","10","0.00","10","Chris Rigg","eng ENG","0","1","0","0","0","0.00","0","0.00","-1","-4.74","-5.30","1.50","MF","0","0","0.00","0.00","0.00","0","Sunderland","0","","","","","","","","","","","","","","","","","",""
"23-130","0","0.00","0","0","0","0","597610cd","0","0","1","0","0","1","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","1","0.0","0.6","1","0.00","1","Romaine Mundle","eng ENG","0","0","0","0","0","0.00","0","0.00","0","0.00","0.00","3.00","MF","1","1","100.0","90.00","90.00","0","Sunderland","1","","","","","","","","","","","","","","","","","",""
"20-116","0.00","0.00","0.00","0.00","","","f470e8d1","","","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","0.00","Jules Ahoka","cd COD","","0.00","0.00","","0.00","","0.00","","0.00","0.00","0.00","0.00","MF","","","","","","","Sunderland","1","","","","","","","","","","","","","","","","","",""
"23-102","0.00","0.00","0.00","0.00","","","013d348e","","","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","0.00","Melker Ellborg","se SWE","","0.00","0.00","","0.00","","0.00","","0.00","0.00","0.00","0.00","GK","","","","","","","Sunderland","2","","","","","","","","","","","","","","","","","",""
"21-204","0.00","0.00","0.00","0.00","","","1f019509","","","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","0.00","Jocelin Ta Bi","ci CIV","","0.00","0.00","","0.00","","0.00","","0.00","0.00","0.00","0.00","FW","","","","","","","Sunderland","1","","","","","","","","","","","","","","","","","",""
"28-287","0","0.00","0","1","0","5","403f5d20","3","4","2","2","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","3","180","2.0","100.0","90","90","0.00","Olivier Boscagli","fr FRA","0","4","7","0","0","0.00","0","0.00","+3","+1.50","0.00","1.50","MF,DF","1","1","100.0","0.50","0.50","1","Brighton","0","","","","","","","","","","","","","","","","","",""
"34-284","0","0.00","0","1","0","2","282f75f3","2","3","2","2","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","2","180","2.0","100.0","90","90","0.00","Lewis Dunk","eng ENG","0","4","7","0","0","0.00","0","0.00","+3","+1.50","0.00","1.50","DF","0","0","0.00","0.00","0.00","2","Brighton","0","","","","","","","","","","","","","","","","","",""
"35-078","0","0.00","0","1","0","18","8aec0537","0","3","2","2","2","0","1","1","0.50","0.50","1","0.50","0.50","1.00","1.00","0","180","2.0","100.0","90","90","0.00","Pascal Groß","de GER","0","4","7","0","0","0.00","0","0.00","+3","+1.50","0.00","1.50","MF","1","1","100.0","0.50","0.50","2","Brighton","0","","","","","","","","","","","","","","","","","",""
"24-014","0","0.00","0","0","0","0","cf134113","0","0","2","2","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","180","2.0","100.0","90","90","0.00","Bart Verbruggen","nl NED","0","4","7","0","0","0.00","0","0.00","+3","+1.50","0.00","1.50","GK","0","0","0.00","0.00","0.00","0","Brighton","0","1","50.0","2","2","4","2.00","1","180","0","0","0","0.00","0","20.0","1","5","0","1"
"19-189","0","0.00","0","0","0","0","fd6bdbce","0","2","2","2","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","180","2.0","100.0","90","90","0.00","Luka Vušković","hr CRO","0","4","7","0","0","0.00","0","0.00","+3","+1.50","0.00","1.50","DF","4","0","0.0","0.00","2.00","1","Brighton","0","","","","","","","","","","","","","","","","","",""
"23-158","1","0.51","0","0","0","4","916728da","0","2","2","1","2","0","0","1","0.51","0.51","0","0.00","0.00","0.00","0.00","2","175","1.9","97.2","88","88","0.00","Diego Gómez","py PAR","2","4","7","0","0","0.00","0","0.00","+3","+1.54","+1.54","1.50","MF","8","3","37.5","1.54","4.11","4","Brighton","0","","","","","","","","","","","","","","","","","",""
"25-253","0","0.00","0","0","0","13","d494882e","0","4","2","1","2","0","1","1","0.54","0.54","1","0.54","0.54","0.20","1.00","2","167","1.9","92.8","84","84","0.00","Maxim De Cuyper","be BEL","1","4","7","0","0","0.00","0","0.00","+3","+1.62","+1.62","1.50","MF","5","1","20.0","0.54","2.69","3","Brighton","0","","","","","","","","","","","","","","","","","",""
"26-289","0","0.00","0","0","0","5","4876c9ab","3","1","2","0","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","5","156","1.7","86.7","78","78","0.00","Mats Wieffer","nl NED","0","4","6","0","0","0.00","0","0.00","+2","+1.15","-2.60","1.50","DF","2","0","0.0","0.00","1.15","1","Brighton","0","","","","","","","","","","","","","","","","","",""
"19-094","0","0.00","0","0","0","1","816010c4","0","1","2","0","1","1","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","106","1.2","58.9","53","79","27","Charalampos Kostoulas","gr GRE","1","4","2","0","0","0.00","0","0.00","-2","-1.70","-7.78","1.50","FW","3","1","33.3","0.85","2.55","0","Brighton","0","","","","","","","","","","","","","","","","","",""
"26-329","0","0.00","0","0","0","1","66c52a77","1","0","1","1","1","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","90","1.0","50.0","90","90","0.00","Ferdi Kadioglu","tr TUR","0","4","3","0","0","0.00","0","0.00","-1","-1.00","-5.00","0.00","DF","1","0","0.0","0.00","1.00","0","Brighton","0","","","","","","","","","","","","","","","","","",""
"24-134","1","1.00","0","0","0","0","c64c01fc","0","0","1","1","1","0","0","1","1.00","1.00","0","0.00","0.00","0.00","0.00","0","90","1.0","50.0","90","90","0.00","Georginio Rutter","fr FRA","2","0","4","0","0","0.00","0","0.00","+4","+4.00","+5.00","3.00","FW","2","0","0.0","0.00","2.00","2","Brighton","0","","","","","","","","","","","","","","","","","",""
"20-287","0","0.00","0","0","0","2","e295402e","0","0","2","0","1","1","1","1","1.15","1.15","1","1.15","1.15","0.50","0.50","0","78","0.9","43.3","39","73","5","Malick Yalcouye","ci CIV","0","4","2","0","0","0.00","0","0.00","-2","-2.31","-6.72","1.50","MF","2","2","100.0","2.31","2.31","1","Brighton","0","","","","","","","","","","","","","","","","","",""
"22-330","0","0.00","0","1","0","0","f173303a","1","2","1","0","1","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","63","0.7","35.0","63","63","0.00","Yasin Ayari","se SWE","0","0","4","0","0","0.00","0","0.00","+4","+5.71","+6.48","3.00","MF","2","0","0.0","0.00","2.86","0","Brighton","0","","","","","","","","","","","","","","","","","",""
"21-143","0","0.00","0","0","0","0","e98211e7","2","0","1","0","1","0","2","2","2.86","2.86","2","2.86","2.86","0.67","1.00","0","63","0.7","35.0","63","63","0.00","Jack Hinshelwood","eng ENG","0","0","4","0","0","0.00","0","0.00","+4","+5.71","+6.48","3.00","MF","3","2","66.7","2.86","4.29","2","Brighton","0","","","","","","","","","","","","","","","","","",""
"26-159","0","0.00","0","1","0","0","80bc5e71","0","1","2","0","0","2","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","1","38","0.4","21.1","19","0.00","19","Costinha","pt POR","0","0","1","0","0","0.00","0","0.00","+1","+2.37","+1.10","1.50","DF,MF","2","1","50.0","2.37","4.74","1","Brighton","0","","","","","","","","","","","","","","","","","",""
"21-276","0","0.00","0","0","0","3","acdfe835","2","0","2","0","0","2","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","30","0.3","16.7","15","0.00","15","Ibrahim Osman","gh GHA","0","0","1","0","0","0.00","0","0.00","+1","+3.00","+1.80","1.50","FW,MF","0","0","0.00","0.00","0.00","1","Brighton","0","","","","","","","","","","","","","","","","","",""
"19-064","0","0.00","0","0","0","0","4a76513e","0","1","1","0","0","1","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","13","0.1","7.2","13","0.00","13","Zadok Yohanna","ng NGA","0","0","0","0","0","0.00","0","0.00","0","0.00","-1.62","3.00","FW","0","0","0.00","0.00","0.00","0","Brighton","0","","","","","","","","","","","","","","","","","",""
"25-060","0","0.00","0","0","0","0","dbe19468","0","0","1","0","0","1","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","11","0.1","6.1","11","0.00","11","Promise David","ca CAN","0","0","1","0","0","0.00","0","0.00","+1","+8.18","+7.12","0.00","FW","0","0","0.00","0.00","0.00","0","Brighton","1","","","","","","","","","","","","","","","","","",""
"21-095","0.00","0.00","0.00","0.00","","","04eb7d82","","","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","0.00","Amario Cozier-Duberry","eng ENG","","0.00","0.00","","0.00","","0.00","","0.00","0.00","0.00","0.00","FW,MF","","","","","","","Brighton","1","","","","","","","","","","","","","","","","","",""
"23-159","0.00","0.00","0.00","0.00","","","576817b7","","","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","0.00","Jaouen Hadjam","dz ALG","","0.00","0.00","","0.00","","0.00","","0.00","0.00","0.00","0.00","DF","","","","","","","Brighton","1","","","","","","","","","","","","","","","","","",""
"25-284","0.00","0.00","0.00","0.00","","","fb495bb8","","","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","0.00","Matt O'Riley","dk DEN","","0.00","0.00","","0.00","","0.00","","0.00","0.00","0.00","0.00","MF","","","","","","","Brighton","1","","","","","","","","","","","","","","","","","",""
"19-082","0.00","0.00","0.00","0.00","","","febb2831","","","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","0.00","Nehemiah Oriola","eng ENG","","0.00","0.00","","0.00","","0.00","","0.00","0.00","0.00","0.00","MF","","","","","","","Brighton","1","","","","","","","","","","","","","","","","","",""
"36-014","0.00","0.00","0.00","0.00","","","28300a16","","","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","0.00","Jason Steele","eng ENG","","0.00","0.00","","0.00","","0.00","","0.00","0.00","0.00","0.00","GK","","","","","","","Brighton","2","","","","","","","","","","","","","","","","","",""
"27-021","0.00","0.00","0.00","0.00","","","f4d296e4","","","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","0.00","Pascal Struijk","nl NED","","0.00","0.00","","0.00","","0.00","","0.00","0.00","0.00","0.00","DF","","","","","","","Brighton","2","","","","","","","","","","","","","","","","","",""
"27-321","0.00","0.00","0.00","0.00","","","8abd174d","","","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","0.00","Michael Svoboda","at AUT","","0.00","0.00","","0.00","","0.00","","0.00","0.00","0.00","0.00","DF","","","","","","","Brighton","1","","","","","","","","","","","","","","","","","",""
"28-137","0","0.00","0","1","0","0","a8c0acb7","1","2","2","2","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","2","180","2.0","100.0","90","90","0.00","Kristoffer Ajer","no NOR","0","1","4","0","0","0.00","0","0.00","+3","+1.50","0.00","2.00","DF","1","1","100.0","0.50","0.50","1","Brentford","0","","","","","","","","","","","","","","","","","",""
"25-124","0","0.00","0","1","0","0","a8c19eb8","2","2","2","2","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","2","180","2.0","100.0","90","90","0.00","Nathan Collins","ie IRL","1","1","4","0","0","0.00","0","0.00","+3","+1.50","0.00","2.00","DF","5","1","20.0","0.50","2.50","2","Brentford","0","","","","","","","","","","","","","","","","","",""
"28-114","0","0.00","0","2","0","9","8449d35e","1","5","2","2","2","0","1","1","0.50","0.50","1","0.50","0.50","0.50","1.00","8","180","2.0","100.0","90","90","0.00","Vitaly Janelt","de GER","0","1","4","0","0","0.00","0","0.00","+3","+1.50","0.00","2.00","MF","2","1","50.0","0.50","1.00","4","Brentford","0","","","","","","","","","","","","","","","","","",""
"27-282","0","0.00","0","0","0","0","62d7ef38","0","0","2","2","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","180","2.0","100.0","90","90","0.00","Caoimhín Kelleher","ie IRL","0","1","4","0","0","0.00","0","0.00","+3","+1.50","0.00","2.00","GK","0","0","0.00","0.00","0.00","0","Brentford","0","1","50.0","2","2","1","0.50","0","180","0","0","0","0.00","0","83.3","5","6","1","1"
"25-191","1","0.51","0","0","0","10","41f08ac8","0","2","2","1","2","0","1","2","1.02","1.02","1","0.51","0.51","0.33","1.00","2","177","2.0","98.3","89","89","0.00","Keane Lewis-Potter","eng ENG","0","1","4","0","0","0.00","0","0.00","+3","+1.53","+1.53","2.00","DF","3","1","33.3","0.51","1.53","2","Brentford","0","","","","","","","","","","","","","","","","","",""
"24-278","0","0.00","0","0","0","0","52afb588","4","1","2","1","2","0","1","1","0.51","0.51","1","0.51","0.51","0.13","0.33","1","177","2.0","98.3","89","89","0.00","Kevin Schade","de GER","0","1","4","0","0","0.00","0","0.00","+3","+1.53","+1.53","2.00","MF","8","3","37.5","1.53","4.07","5","Brentford","0","","","","","","","","","","","","","","","","","",""
"25-067","0","0.00","0","0","0","2","dc45ac24","0","1","2","1","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","172","1.9","95.6","86","86","0.00","Igor Thiago","br BRA","0","1","4","0","1","0.00","0","0.00","+3","+1.57","+1.57","2.00","FW","7","2","28.6","1.05","3.66","0","Brentford","0","","","","","","","","","","","","","","","","","",""
"24-067","1","0.55","0","0","0","2","e50d714b","3","3","2","1","2","0","0","1","0.55","0.55","0","0.00","0.00","0.00","0.00","6","165","1.8","91.7","83","83","0.00","Mamadou Sangare","ml MLI","0","1","4","0","0","0.00","0","0.00","+3","+1.64","+1.64","2.00","MF","4","1","25.0","0.55","2.18","3","Brentford","0","","","","","","","","","","","","","","","","","",""
"22-053","0","0.00","0","0","0","4","e19660a8","4","2","2","0","2","0","1","1","0.56","0.56","1","0.56","0.56","0.20","1.00","2","162","1.8","90.0","81","81","0.00","Michael Kayode","it ITA","0","1","4","0","0","0.00","0","0.00","+3","+1.67","+1.67","2.00","DF","5","1","20.0","0.56","2.78","1","Brentford","0","","","","","","","","","","","","","","","","","",""
"24-202","0","0.00","0","0","0","4","2f9e4435","2","3","2","0","1","1","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","2","96","1.1","53.3","48","66","30","Dango Ouattara","bf BFA","1","1","3","0","0","0.00","0","0.00","+2","+1.87","+0.80","2.00","MF","3","0","0.0","0.00","2.81","1","Brentford","0","","","","","","","","","","","","","","","","","",""
"26-274","0","0.00","0","1","0","4","e4238fb1","0","3","2","0","1","1","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","84","0.9","46.7","42","60","24","Jaidon Anthony","eng ENG","1","0","1","0","0","0.00","0","0.00","+1","+1.07","-0.80","2.00","MF","3","0","0.0","0.00","3.21","1","Brentford","0","","","","","","","","","","","","","","","","","",""
"26-060","0","0.00","0","0","0","8","215f3907","0","0","2","0","1","1","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","83","0.9","46.1","42","68","15","Mikkel Damsgaard","dk DEN","0","0","1","0","0","0.00","0","0.00","+1","+1.08","-0.77","2.00","MF","2","1","50.0","1.08","2.17","1","Brentford","0","","","","","","","","","","","","","","","","","",""
"30-243","0","0.00","0","0","0","5","0f134faf","0","3","1","0","1","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","66","0.7","36.7","66","66","0.00","Mathias Jensen","dk DEN","0","0","3","0","0","0.00","0","0.00","+3","+4.09","+4.09","3.00","MF","2","1","50.0","1.36","2.73","1","Brentford","0","","","","","","","","","","","","","","","","","",""
"22-184","0","0.00","0","0","0","2","907a5d7c","1","1","2","0","0","2","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","1","46","0.5","25.6","23","0.00","23","Yehor Yarmoliuk","ua UKR","0","1","0","0","0","0.00","0","0.00","-1","-1.96","-4.64","2.00","MF","1","0","0.0","0.00","1.96","2","Brentford","0","","","","","","","","","","","","","","","","","",""
"24-083","0","0.00","0","0","0","1","1780bb4a","1","2","2","0","0","2","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","18","0.2","10.0","9","0.00","9","Aaron Hickey","sct SCO","0","0","0","0","0","0.00","0","0.00","0","0.00","-1.67","2.00","DF,MF","0","0","0.00","0.00","0.00","1","Brentford","0","","","","","","","","","","","","","","","","","",""
"34-186","0","0.00","0","0","0","0","c596fcb0","0","0","2","0","0","2","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","11","0.1","6.1","6","0.00","6","Callum Wilson","eng ENG","0","0","0","0","0","0.00","0","0.00","0","0.00","-1.60","2.00","FW","2","0","0.0","0.00","16.36","0","Brentford","0","","","","","","","","","","","","","","","","","",""
"29-055","0","0.00","0","0","0","0","8a3c1dc7","0","0","1","0","0","1","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","3","0.0","1.7","3","0.00","3","Rico Henry","jm JAM","0","0","0","0","0","0.00","0","0.00","0","0.00","-1.53","1.00","DF,MF","0","0","0.00","0.00","0.00","0","Brentford","1","","","","","","","","","","","","","","","","","",""
"24-002","0.00","0.00","0.00","0.00","","","966e28d0","","","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","0.00","Fabio Carvalho","pt POR","","0.00","0.00","","0.00","","0.00","","0.00","0.00","0.00","0.00","FW,MF","","","","","","","Brentford","1","","","","","","","","","","","","","","","","","",""
"21-247","0.00","0.00","0.00","0.00","","","bd5eb2e5","","","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","0.00","El Hadji Malick Diouf","sn SEN","","0.00","0.00","","0.00","","0.00","","0.00","0.00","0.00","0.00","DF,MF","","","","","","","Brentford","1","","","","","","","","","","","","","","","","","",""
"33-095","0.00","0.00","0.00","0.00","","","e541326e","","","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","0.00","Ethan Pinnock","jm JAM","","0.00","0.00","","0.00","","0.00","","0.00","0.00","0.00","0.00","DF","","","","","","","Brentford","1","","","","","","","","","","","","","","","","","",""
"20-108","0.00","0.00","0.00","0.00","","","82d73da1","","","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","0.00","Jannik Schuster","at AUT","","0.00","0.00","","0.00","","0.00","","0.00","0.00","0.00","0.00","DF","","","","","","","Brentford","2","","","","","","","","","","","","","","","","","",""
"24-323","0.00","0.00","0.00","0.00","","","57a34cf4","","","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","0.00","Hákon Valdimarsson","is ISL","","0.00","0.00","","0.00","","0.00","","0.00","0.00","0.00","0.00","GK","","","","","","","Brentford","2","","","","","","","","","","","","","","","","","",""
"22-024","0.00","0.00","0.00","0.00","","","10745192","","","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","0.00","Jamie Gittens","eng ENG","","0.00","0.00","","0.00","","0.00","","0.00","0.00","0.00","0.00","MF","","","","","","","Chelsea","2","","","","","","","","","","","","","","","","","",""
"24-340","2","1.00","0","0","0","0","e8832875","5","2","2","2","2","0","2","4","2.00","2.00","2","1.00","1.00","0.22","0.67","0","180","2.0","100.0","90","90","0.00","João Pedro","br BRA","0","5","7","1","0","0.00","0","0.00","+2","+1.00","0.00","3.00","FW","9","3","33.3","1.50","4.50","1","Chelsea","0","","","","","","","","","","","","","","","","","",""
"26-148","1","0.50","0","0","0","0","277c49ed","1","1","2","2","2","0","0","1","0.50","0.50","0","0.00","0.00","0.00","0.00","2","180","2.0","100.0","90","90","0.00","Maxence Lacroix","fr FRA","0","5","7","0","0","0.00","0","0.00","+2","+1.00","0.00","3.00","DF","1","0","0.0","0.00","0.50","4","Chelsea","0","","","","","","","","","","","","","","","","","",""
"24-118","1","0.52","0","0","0","3","dc7f8a28","3","1","2","1","2","0","2","3","1.57","1.57","2","1.05","1.05","0.22","0.67","1","172","1.9","95.6","86","86","0.00","Cole Palmer","eng ENG","1","5","7","0","0","0.00","0","0.00","+2","+1.05","+1.05","3.00","MF","9","3","33.3","1.57","4.71","1","Chelsea","0","","","","","","","","","","","","","","","","","",""
"24-037","1","0.53","0","0","0","3","2e5915f1","3","3","2","1","2","0","1","2","1.05","1.05","1","0.53","0.53","0.17","1.00","0","171","1.9","95.0","86","86","0.00","Morgan Rogers","eng ENG","0","5","7","0","0","0.00","0","0.00","+2","+1.05","+1.05","3.00","MF","6","1","16.7","0.53","3.16","2","Chelsea","0","","","","","","","","","","","","","","","","","",""
"23-105","0","0.00","0","0","0","6","d56b9520","0","1","2","1","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","2","165","1.8","91.7","83","83","0.00","Malo Gusto","fr FRA","0","5","7","0","0","0.00","0","0.00","+2","+1.09","+1.09","3.00","MF","0","0","0.00","0.00","0.00","2","Chelsea","0","","","","","","","","","","","","","","","","","",""
"23-187","0","0.00","0","1","0","0","700783e7","1","1","2","1","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","2","161","1.8","89.4","81","81","0.00","Levi Colwill","eng ENG","0","4","6","0","0","0.00","0","0.00","+2","+1.12","+1.12","3.00","DF","1","0","0.0","0.00","0.56","3","Chelsea","0","","","","","","","","","","","","","","","","","",""
"20-178","1","0.58","0","0","0","0","bde35051","2","0","2","1","2","0","0","1","0.58","0.58","0","0.00","0.00","0.00","0.00","1","154","1.7","85.6","77","77","0.00","Jorrel Hato","nl NED","0","5","7","0","0","0.00","0","0.00","+2","+1.17","+1.17","3.00","MF","1","0","0.0","0.00","0.58","1","Chelsea","0","","","","","","","","","","","","","","","","","",""
"22-238","0","0.00","0","1","0","0","ecad9aa5","2","1","2","0","2","0","1","1","0.69","0.69","1","0.69","0.69","0.50","0.50","2","131","1.5","72.8","66","66","0.00","Roméo Lavia","be BEL","0","4","6","0","0","0.00","0","0.00","+2","+1.37","+1.37","3.00","MF","2","2","100.0","1.37","1.37","3","Chelsea","0","","","","","","","","","","","","","","","","","",""
"20-119","0","0.00","0","0","0","1","b7e62e1d","1","0","2","1","1","1","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","1","113","1.3","62.8","57","90","23","Joshua Acheampong","eng ENG","1","3","4","0","0","0.00","0","0.00","+1","+0.80","-0.55","3.00","DF","0","0","0.00","0.00","0.00","4","Chelsea","0","","","","","","","","","","","","","","","","","",""
"26-267","0","0.00","0","1","0","4","1265a93a","0","1","2","1","1","1","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","2","113","1.3","62.8","57","90","23","Reece James","eng ENG","0","3","4","0","0","0.00","0","0.00","+1","+0.80","-0.55","3.00","MF","2","1","50.0","0.80","1.59","0","Chelsea","0","","","","","","","","","","","","","","","","","",""
"33-364","0","0.00","0","0","0","0","7956236f","2","0","1","1","1","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","90","1.0","50.0","90","90","0.00","Emiliano Martínez","ar ARG","0","3","4","0","0","0.00","0","0.00","+1","+1.00","0.00","3.00","GK","0","0","0.00","0.00","0.00","0","Chelsea","0","0","0.0","1","1","3","3.00","0","90","0","0","0","0.00","0","57.1","4","7","0","1"
"28-287","0","0.00","0","0","0","0","6a713852","0","0","1","1","1","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","90","1.0","50.0","90","90","0.00","Robert Sánchez","es ESP","0","2","3","0","0","0.00","0","0.00","+1","+1.00","0.00","3.00","GK","0","0","0.00","0.00","0.00","0","Chelsea","0","0","0.0","1","1","2","2.00","0","90","0","0","0","0.00","0","66.7","4","6","0","1"
